http://www.aplicaciones.info/ortogra/opal31.htm,,,,,
,,,,,
GROUP,TYPE,OPTIONS,WORD,ANSWER,MESSAGE
cz,sentence,"c,z,qu,k",Sebastián es _urdo y usa mucho la mano izquierda.,1,"Se emplea z ante las vocales a, o, u. Ejemplos: zapato, alcanzar, zorro, razonable, azufre y zurdo."
cz,sentence,"c,z,qu,k","Las abejas ha_en, elaboran, la miel.",0,"Se emplea la letra ce ante las vocales e, i. Ejemplos: ceder, hacer, ciego y cielo."
cz,sentence,"c,z,qu,k",En la misa el sacerdote pone el vino en el cáli_.,1,"Se emplea z en posición final de palabras. Ejemplos: ajedrez, cáliz, feliz y luz."
cz,sentence,"c,z,qu,k",El _ráter de un volcán es la boca por la que arroja la lava.,0,"Se usa la c delante de consonante. Ejemplos: aclamar, anécdota, cráter, pacto"
cz,sentence,"c,z,qu,k",En Rusia se consume vod_a en abundancia.,3,"Se emplea k en palabras procedentes de otras lenguas. Ejemplos: del inglés: bikini, kayac, kétchup vikingo, yak"
cz,sentence,"c,z,qu,k",Ana es una persona ra_onable y sensata.,1,"Se emplea z ante las vocales a, o, u. Ejemplos: zapato, alcanzar, zorro, razonable, azufre y zurdo."
cz,sentence,"c,z,qu,k",El triángulo e_ilátero tiene los lados iguales.,2,"Se emplea k en palabras procedentes de otras lenguas. Ejemplos: del inglés: bikini, kayac, kétchup vikingo, yak"
cz,sentence,"c,z,qu,k",Francia y España firmaron un pa_to y se aliaron.,0,"Se usa la c delante de consonante. Ejemplos: aclamar, anécdota, cráter, pacto"
cz,sentence,"c,z,qu,k",Los vascos de Bilbao hablan eus_era.,3,"Se emplea k en palabras procedentes de otras lenguas. Ejemplos: del inglés: bikini, kayac, kétchup vikingo, yak"
cz,sentence,"c,z,qu,k","El _orro es un mamífero carnicero, parecido al perro.",1,"Se emplea z ante las vocales a, o, u. Ejemplos: zapato, alcanzar, zorro, razonable, azufre y zurdo."
cz,sentence,"c,z,qu,k",Un marinero vi_ingo recorría las islas del Atlántico.,3,"Se emplea k en palabras procedentes de otras lenguas. Ejemplos: del inglés: bikini, kayac, kétchup vikingo, yak"
cz,sentence,"c,z,qu,k",El turista nos ha contado ané_dotas divertidas.,0,"Se usa la c delante de consonante. Ejemplos: aclamar, anécdota, cráter, pacto"
cz,sentence,"c,z,qu,k",El ya_ es un bóvido que habita en el Tibet.,3,"Se emplea k en palabras procedentes de otras lenguas. Ejemplos: del inglés: bikini, kayac, kétchup vikingo, yak"
cz,sentence,"c,z,qu,k",Un hombre _iego es el que que está privado de vista.,0,"Se emplea la letra ce ante las vocales e, i. Ejemplos: ceder, hacer, ciego y cielo."
cz,sentence,"c,z,qu,k",El atleta alcan_ó a los que iban adelantados.,1,"Se emplea z ante las vocales a, o, u. Ejemplos: zapato, alcanzar, zorro, razonable, azufre y zurdo."
cz,sentence,"c,z,qu,k",Lucía _iere estudiar y saca buenas notas.,2,"Se emplea k en palabras procedentes de otras lenguas. Ejemplos: del inglés: bikini, kayac, kétchup vikingo, yak"
cz,sentence,"c,z,qu,k",En invierno uso un anora_ con capucha.,3,"Se emplea k en palabras procedentes de otras lenguas. Ejemplos: del inglés: bikini, kayac, kétchup vikingo, yak"
cz,sentence,"c,z,qu,k",Una e_ivocación produjo el accidente de los dos trenes.,2,"Se emplea k en palabras procedentes de otras lenguas. Ejemplos: del inglés: bikini, kayac, kétchup vikingo, yak"
cz,sentence,"c,z,qu,k",Juan es un hombre feli_ al encontrar un trabajo.,1,"Se emplea z en posición final de palabras. Ejemplos: ajedrez, cáliz, feliz y luz."
cz,sentence,"c,z,qu,k",En la guerra entraron en un bún_er para refugiarse.,3,"Se emplea k en palabras procedentes de otras lenguas. Ejemplos: del inglés: bikini, kayac, kétchup vikingo, yak"
cz,sentence,"c,z,qu,k","Su alma ha ido al _ielo, hacia Dios.",0,"Se emplea la letra ce ante las vocales e, i. Ejemplos: ceder, hacer, ciego y cielo."
cz,sentence,"c,z,qu,k",Ayer _edé con un amigo para ir al cine.,2,"Se emplea k en palabras procedentes de otras lenguas. Ejemplos: del inglés: bikini, kayac, kétchup vikingo, yak"
cz,sentence,"c,z,qu,k",Sacamos una entrada en la ta_illa del cine.,2,"Se escriben con k algunas palabras procedentes del griego. Ejemplos: eureka, kirie"
cz,sentence,"c,z,qu,k",Luisito tenía un ti_ muy llamativo.,0,"Se emplea c al final de palabra en ciertas voces onomatopéyicas o tomadas de otras lenguas: clic, cómic, frac, chic, y tic."
cz,sentence,"c,z,qu,k",Los a_tecas vivían en el territorio de México.,1,"Se usa z ante consonante. Ejemplos: azteca, brizna, gazpacho, jazmín, juzgar e izquierdo. "
cz,sentence,"c,z,qu,k","Ramón llevaba un traje chi_, elegante y distinguido.",0,"Se emplea c al final de palabra en ciertas voces onomatopéyicas o tomadas de otras lenguas: clic, cómic, frac, chic, y tic."
cz,sentence,"c,z,qu,k",Pedro dijo ¡eure_a! he encontrado mis pinturas.,3,"Se escriben con k algunas palabras procedentes del griego. Ejemplos: eureka, kirie"
cz,sentence,"c,z,qu,k",El cli_ es un sonido de un instrumento.,0,"Se emplea c al final de palabra en ciertas voces onomatopéyicas o tomadas de otras lenguas: clic, cómic, frac, chic, y tic."
cz,sentence,"c,z,qu,k",Al sureste de Australia están las islas de Nueva _elanda.,1,"Se emplea z en palabras procedentes de otras lenguas y nombres propios: Azerbaiyán, Nueva Zelanda, Suazilandia, Zimbabue, Ezequiel, Zenón, Zeus, Lazarillo y Zorrilla."
cz,sentence,"c,z,qu,k",La _ebolla es un bulbo blando de sabor picante.,0,"Se usa la c ante las vocales e, i. Ejemplos: cebolla, cebra, cinco y cine."
cz,sentence,"c,z,qu,k",En la _inesioterapia se hacen ejercicios con todo el cuerpo.,3,"Se escriben con k algunas palabras procedentes del griego. Ejemplos: eureka, kirie"
cz,sentence,"c,z,qu,k",Juan leía un comi_ con varias viñetas.,0,"Se emplea c al final de palabra en ciertas voces onomatopéyicas o tomadas de otras lenguas: clic, cómic, frac, chic, y tic."
cz,sentence,"c,z,qu,k",Una bri_na es un hilo delgado.,1,"Se usa z ante consonante. Ejemplos: azteca, brizna, gazpacho, jazmín, juzgar e izquierdo."
cz,sentence,"c,z,qu,k",El asesino compareció ante el ju_gado.,1,"Se usa z ante consonante. Ejemplos: azteca, brizna, gazpacho, jazmín, juzgar e izquierdo."
cz,sentence,"c,z,qu,k","El político usaba un fra_, un vestido muy elegante.",0,"Se emplea c al final de palabra en ciertas voces onomatopéyicas o tomadas de otras lenguas: clic, cómic, frac, chic, y tic."
cz,sentence,"c,z,qu,k",Un _ilómetro son mil metros.,3,"Se escriben con k algunas palabras procedentes del griego. Ejemplos: eureka, kirie"
cz,sentence,"c,z,qu,k",En verano nos apetece tomar ga_pacho frío.,1,"Se usa z ante consonante. Ejemplos: azteca, brizna, gazpacho, jazmín, juzgar e izquierdo."
cz,sentence,"c,z,qu,k",La _ebra es un animal de África parecido al sano.,0,"Se usa la c ante las vocales e, i. Ejemplos: cebolla, cebra, cinco y cine."
cz,sentence,"c,z,qu,k",El ron_ido es el ruido que se hace al roncar.,2,"Se escriben con k algunas palabras procedentes del griego. Ejemplos: eureka, kirie"
cz,sentence,"c,z,qu,k",E_equiel es uno de los cuatro profetas mayores.,1,"Se emplea z en palabras procedentes de otras lenguas y nombres propios: Azerbaiyán, Nueva Zelanda, Suazilandia, Zimbabue, Ezequiel, Zenón, Zeus, Lazarillo y Zorrilla."
cz,sentence,"c,z,qu,k",Levanta el brazo i_quierdo y baja el derecho.,1,"Se usa z ante consonante. Ejemplos: azteca, brizna, gazpacho, jazmín, juzgar e izquierdo."
cz,sentence,"c,z,qu,k",El _irie es una invocación que se hace al Señor.,3,"Se escriben con k algunas palabras procedentes del griego. Ejemplos: eureka, kirie"
cz,sentence,"c,z,qu,k",Sua_ilandia es un estado enclavado en África del Sur.,1,"Se emplea z en palabras procedentes de otras lenguas y nombres propios: Azerbaiyán, Nueva Zelanda, Suazilandia, Zimbabue, Ezequiel, Zenón, Zeus, Lazarillo y Zorrilla."
cz,sentence,"c,z,qu,k",José _orrilla fue un poeta español nacido en Valladolid.,1,"Se emplea z en palabras procedentes de otras lenguas y nombres propios: Azerbaiyán, Nueva Zelanda, Suazilandia, Zimbabue, Ezequiel, Zenón, Zeus, Lazarillo y Zorrilla."
cz,sentence,"c,z,qu,k",Cada mano tiene _inco dedos.,0,"Se usa la c ante las vocales e, i. Ejemplos: cebolla, cebra, cinco y cine."
cz,sentence,"c,z,qu,k",Los ja_mines son plantas que tienen flores blancas.,1,"Se usa z ante consonante. Ejemplos: azteca, brizna, gazpacho, jazmín, juzgar e izquierdo."
cz,sentence,"c,z,qu,k",El _ilovatio tiene mil vatios.,3,"Se escriben con k algunas palabras procedentes del griego. Ejemplos: eureka, kirie"
cz,sentence,"c,z,qu,k","_enón fue un filósofo griego, discípulo de Parménides.",1,"Se emplea z en palabras procedentes de otras lenguas y nombres propios: Azerbaiyán, Nueva Zelanda, Suazilandia, Zimbabue, Ezequiel, Zenón, Zeus, Lazarillo y Zorrilla."
cz,sentence,"c,z,qu,k",Me gusta la novela del La_arillo de Tormes.,1,"Se emplea z en palabras procedentes de otras lenguas y nombres propios: Azerbaiyán, Nueva Zelanda, Suazilandia, Zimbabue, Ezequiel, Zenón, Zeus, Lazarillo y Zorrilla."
cz,sentence,"c,z,qu,k",El _into sigue en orden al cuarto.,2,"Se escriben con k algunas palabras procedentes del griego. Ejemplos: eureka, kirie"
cz,sentence,"c,z,qu,k",Los jueces ju_garán al acusado.,1,"Se usa z ante consonante. Ejemplos: azteca, brizna, gazpacho, jazmín, juzgar e izquierdo."
cz,sentence,"c,z,qu,k",El lenda_ari es el presidente del Gobierno de Euskadi.,3,"Se escriben con k algunas palabras procedentes del griego. Ejemplos: eureka, kirie"
cz,sentence,"c,z,qu,k",Fuimos al _ine y vimos una película divertida.,0,"Se usa la c ante las vocales e, i. Ejemplos: cebolla, cebra, cinco y cine."
cz,sentence,"c,z,qu,k",El _ilogramo tiene mil gramos.,3,"Se escriben con k algunas palabras procedentes del griego. Ejemplos: eureka, kirie"
cz,sentence,"c,z,qu,k",Un incendio _emó el almacén.,2,"Se escriben con k algunas palabras procedentes del griego. Ejemplos: eureka, kirie"
cz,sentence,"c,z,qu,k",_eus fue el dios principal de la mitología griega.,1,"Se emplea z en palabras procedentes de otras lenguas y nombres propios: Azerbaiyán, Nueva Zelanda, Suazilandia, Zimbabue, Ezequiel, Zenón, Zeus, Lazarillo y Zorrilla."
gj,word,"g,gu,gü,j",abe_a,3,"abeja, almeja, angina, antigüedad, dibujar, \n \ncaja, cigüeña, cojín, cojo, halago."
gj,word,"g,gu,gü,j",alme_a,3,"abeja, almeja, angina, antigüedad, dibujar, \n \ncaja, cigüeña, cojín, cojo, halago."
gj,word,"g,gu,gü,j",an_ina,0,"abeja, almeja, angina, antigüedad, dibujar, \n \ncaja, cigüeña, cojín, cojo, halago."
gj,word,"g,gu,gü,j",anti_edad,2,"abeja, almeja, angina, antigüedad, dibujar, \n \ncaja, cigüeña, cojín, cojo, halago.u"
gj,word,"g,gu,gü,j",dibu_ar,3,"abeja, almeja, angina, antigüedad, dibujar, \n \ncaja, cigüeña, cojín, cojo, halago."
gj,word,"g,gu,gü,j",ca_a,3,"abeja, almeja, angina, antigüedad, dibujar, \n \ncaja, cigüeña, cojín, cojo, halago."
gj,word,"g,gu,gü,j",ci_eña,2,"abeja, almeja, angina, antigüedad, dibujar, \n \ncaja, cigüeña, cojín, cojo, halago.u"
gj,word,"g,gu,gü,j",co_ín,3,"abeja, almeja, angina, antigüedad, dibujar, \n \ncaja, cigüeña, cojín, cojo, halago."
gj,word,"g,gu,gü,j",co_o,3,"abeja, almeja, angina, antigüedad, dibujar, \n \ncaja, cigüeña, cojín, cojo, halago."
gj,word,"g,gu,gü,j",hala_o,0,"abeja, almeja, angina, antigüedad, dibujar, \n \ncaja, cigüeña, cojín, cojo, halago.ü"
gj,word,"g,gu,gü,j",a_ente,0,"agente, alunizaje, escoger, dirigir, cerrajería, \n \nVirgen, geólogo, conserje, azulejo, ejército."
gj,word,"g,gu,gü,j",aluniza_e,3,"agente, alunizaje, escoger, dirigir, cerrajería, \n \nVirgen, geólogo, conserje, azulejo, ejército."
gj,word,"g,gu,gü,j",esco_er,0,"agente, alunizaje, escoger, dirigir, cerrajería, \n \nVirgen, geólogo, conserje, azulejo, ejército."
gj,word,"g,gu,gü,j",diri_ir,0,"agente, alunizaje, escoger, dirigir, cerrajería, \n \nVirgen, geólogo, conserje, azulejo, ejército."
gj,word,"g,gu,gü,j",cerra_ería,3,"agente, alunizaje, escoger, dirigir, cerrajería, \n \nVirgen, geólogo, conserje, azulejo, ejército."
gj,word,"g,gu,gü,j",Vir_en,0,"agente, alunizaje, escoger, dirigir, cerrajería, \n \nVirgen, geólogo, conserje, azulejo, ejército."
gj,word,"g,gu,gü,j",_eólogo,0,"agente, alunizaje, escoger, dirigir, cerrajería, \n \nVirgen, geólogo, conserje, azulejo, ejército."
gj,word,"g,gu,gü,j",conser_e,3,"agente, alunizaje, escoger, dirigir, cerrajería, \n \nVirgen, geólogo, conserje, azulejo, ejército."
gj,word,"g,gu,gü,j",azule_o,3,"agente, alunizaje, escoger, dirigir, cerrajería, \n \nVirgen, geólogo, conserje, azulejo, ejército."
gj,word,"g,gu,gü,j",e_ército,3,"agente, alunizaje, escoger, dirigir, cerrajería, \n \nVirgen, geólogo, conserje, azulejo, ejército."
gj,word,"g,gu,gü,j",cone_o,3,"conejo, antigüedad, agenda, coraje, analgésico, \n \nlenteja, cuadragésimo, prodigioso, pasaje, ontología."
gj,word,"g,gu,gü,j",anti_edad,2,"conejo, antigüedad, agenda, coraje, analgésico, \n \nlenteja, cuadragésimo, prodigioso, pasaje, ontología.u"
gj,word,"g,gu,gü,j",a_enda,0,"conejo, antigüedad, agenda, coraje, analgésico, \n \nlenteja, cuadragésimo, prodigioso, pasaje, ontología. "
gj,word,"g,gu,gü,j",cora_e,3,"conejo, antigüedad, agenda, coraje, analgésico, \n \nlenteja, cuadragésimo, prodigioso, pasaje, ontología."
gj,word,"g,gu,gü,j",anal_ésico,0,"conejo, antigüedad, agenda, coraje, analgésico, \n \nlenteja, cuadragésimo, prodigioso, pasaje, ontología. "
gj,word,"g,gu,gü,j",len_eta,2,"conejo, antigüedad, agenda, coraje, analgésico, \n \nlenteja, cuadragésimo, prodigioso, pasaje, ontología.u"
gj,word,"g,gu,gü,j",cuadra_ésimo,0,"conejo, antigüedad, agenda, coraje, analgésico, \n \nlenteja, cuadragésimo, prodigioso, pasaje, ontología. "
gj,word,"g,gu,gü,j",prodi_ioso,0,"conejo, antigüedad, agenda, coraje, analgésico, \n \nlenteja, cuadragésimo, prodigioso, pasaje, ontología. "
gj,word,"g,gu,gü,j",pasa_e,3,"conejo, antigüedad, agenda, coraje, analgésico, \n \nlenteja, cuadragésimo, prodigioso, pasaje, ontología."
gj,word,"g,gu,gü,j",ontolo_ía,0,"conejo, antigüedad, agenda, coraje, analgésico, \n \nlenteja, cuadragésimo, prodigioso, pasaje, ontología. "
gj,word,"g,gu,gü,j",alme_a,3,"almeja, cigüeña, agente, alunizaje, homogéneo, \n \nfotogénico, lingüística, oleaginoso, paisajista, morfología."
gj,word,"g,gu,gü,j",ci_eña,2,"almeja, cigüeña, agente, alunizaje, homogéneo, \n \nfotogénico, lingüística, oleaginoso, paisajista, morfología.u"
gj,word,"g,gu,gü,j",a_ente,0,"almeja, cigüeña, agente, alunizaje, homogéneo, \n \nfotogénico, lingüística, oleaginoso, paisajista, morfología. "
gj,word,"g,gu,gü,j",aluniza_e,3,"almeja, cigüeña, agente, alunizaje, homogéneo, \n \nfotogénico, lingüística, oleaginoso, paisajista, morfología."
gj,word,"g,gu,gü,j",homo_éneo,0,"almeja, cigüeña, agente, alunizaje, homogéneo, \n \nfotogénico, lingüística, oleaginoso, paisajista, morfología. "
gj,word,"g,gu,gü,j",foto_énico,0,"almeja, cigüeña, agente, alunizaje, homogéneo, \n \nfotogénico, lingüística, oleaginoso, paisajista, morfología. "
gj,word,"g,gu,gü,j",lin_ística,2,"almeja, cigüeña, agente, alunizaje, homogéneo, \n \nfotogénico, lingüística, oleaginoso, paisajista, morfología.u"
gj,word,"g,gu,gü,j",olea_inoso,0,"almeja, cigüeña, agente, alunizaje, homogéneo, \n \nfotogénico, lingüística, oleaginoso, paisajista, morfología. "
gj,word,"g,gu,gü,j",paisa_ista,3,"almeja, cigüeña, agente, alunizaje, homogéneo, \n \nfotogénico, lingüística, oleaginoso, paisajista, morfología."
gj,word,"g,gu,gü,j",morfolo_ía,0,"almeja, cigüeña, agente, alunizaje, homogéneo, \n \nfotogénico, lingüística, oleaginoso, paisajista, morfología. "
gj,word,"g,gu,gü,j",bode_a,0,"bodega, follaje, gente, geodesia, pillaje, \n \ngeógrafo, trabajo, geólogo, hereje, geológico."
gj,word,"g,gu,gü,j",folla_e,3,"bodega, follaje, gente, geodesia, pillaje, \n \ngeógrafo, trabajo, geólogo, hereje, geológico."
gj,word,"g,gu,gü,j",_ente,0,"bodega, follaje, gente, geodesia, pillaje, \n \ngeógrafo, trabajo, geólogo, hereje, geológico. "
gj,word,"g,gu,gü,j",_eodesia,0,"bodega, follaje, gente, geodesia, pillaje, \n \ngeógrafo, trabajo, geólogo, hereje, geológico. "
gj,word,"g,gu,gü,j",pilla_e,3,"bodega, follaje, gente, geodesia, pillaje, \n \ngeógrafo, trabajo, geólogo, hereje, geológico."
gj,word,"g,gu,gü,j",_eógrafo,0,"bodega, follaje, gente, geodesia, pillaje, \n \ngeógrafo, trabajo, geólogo, hereje, geológico."
gj,word,"g,gu,gü,j",traba_o,3,"bodega, follaje, gente, geodesia, pillaje, \n \ngeógrafo, trabajo, geólogo, hereje, geológico."
gj,word,"g,gu,gü,j",_eólogo,0,"bodega, follaje, gente, geodesia, pillaje, \n \ngeógrafo, trabajo, geólogo, hereje, geológico."
gj,word,"g,gu,gü,j",here_e,3,"bodega, follaje, gente, geodesia, pillaje, \n \ngeógrafo, trabajo, geólogo, hereje, geológico."
gj,word,"g,gu,gü,j",_eológico,0,"bodega, follaje, gente, geodesia, pillaje, \n \ngeógrafo, trabajo, geólogo, hereje, geológico. "
gj,word,"g,gu,gü,j",co_er,0,"coger, corregir, relojería, margen, geógrafo, \n \ncrujir, brújula, género, lejos, ejército. "
gj,word,"g,gu,gü,j",corre_ir,0,"coger, corregir, relojería, margen, geógrafo, \n \ncrujir, brújula, género, lejos, ejército. "
gj,word,"g,gu,gü,j",relo_ería,3,"coger, corregir, relojería, margen, geógrafo, \n \ncrujir, brújula, género, lejos, ejército."
gj,word,"g,gu,gü,j",mar_en,0,"coger, corregir, relojería, margen, geógrafo, \n \ncrujir, brújula, género, lejos, ejército. "
gj,word,"g,gu,gü,j",_eógrafo,0,"coger, corregir, relojería, margen, geógrafo, \n \ncrujir, brújula, género, lejos, ejército. "
gj,word,"g,gu,gü,j",cru_ir,3,"coger, corregir, relojería, margen, geógrafo, \n \ncrujir, brújula, género, lejos, ejército."
gj,word,"g,gu,gü,j",brú_ula,3,"coger, corregir, relojería, margen, geógrafo, \n \ncrujir, brújula, género, lejos, ejército."
gj,word,"g,gu,gü,j",_énero,0,"coger, corregir, relojería, margen, geógrafo, \n \ncrujir, brújula, género, lejos, ejército. "
gj,word,"g,gu,gü,j",le_os,3,"coger, corregir, relojería, margen, geógrafo, \n \ncrujir, brújula, género, lejos, ejército."
gj,word,"g,gu,gü,j",e_ército,3,"coger, corregir, relojería, margen, geógrafo, \n \ncrujir, brújula, género, lejos, ejército."
gj,word,"g,gu,gü,j",ima_en,0,"imagen, maquillaje, margen, mensaje, origen, \n \noleaje, paisaje, geografía, plumaje, potaje. "
gj,word,"g,gu,gü,j",maquilla_e,3,"imagen, maquillaje, margen, mensaje, origen, \n \noleaje, paisaje, geografía, plumaje, potaje."
gj,word,"g,gu,gü,j",mar_en,0,"imagen, maquillaje, margen, mensaje, origen, \n \noleaje, paisaje, geografía, plumaje, potaje. "
gj,word,"g,gu,gü,j",mensa_e,3,"imagen, maquillaje, margen, mensaje, origen, \n \noleaje, paisaje, geografía, plumaje, potaje."
gj,word,"g,gu,gü,j",ori_en,0,"imagen, maquillaje, margen, mensaje, origen, \n \noleaje, paisaje, geografía, plumaje, potaje. "
gj,word,"g,gu,gü,j",olea_e,3,"imagen, maquillaje, margen, mensaje, origen, \n \noleaje, paisaje, geografía, plumaje, potaje."
gj,word,"g,gu,gü,j",paisa_e,3,"imagen, maquillaje, margen, mensaje, origen, \n \noleaje, paisaje, geografía, plumaje, potaje."
gj,word,"g,gu,gü,j",_eografía,0,"imagen, maquillaje, margen, mensaje, origen, \n \noleaje, paisaje, geografía, plumaje, potaje. "
gj,word,"g,gu,gü,j",pluma_e,3,"imagen, maquillaje, margen, mensaje, origen, \n \noleaje, paisaje, geografía, plumaje, potaje."
gj,word,"g,gu,gü,j",pota_e,3,"imagen, maquillaje, margen, mensaje, origen, \n \noleaje, paisaje, geografía, plumaje, potaje."
gj,word,"g,gu,gü,j",alme_a,3,"almeja, cigüeña, conejo, gana, guía, \n \ngusano, hoguera, jarro, juego, pingüino."
gj,word,"g,gu,gü,j",ci_eña,2,"almeja, cigüeña, conejo, gana, guía, \n \ngusano, hoguera, jarro, juego, pingüino.u"
gj,word,"g,gu,gü,j",cone_o,3,"almeja, cigüeña, conejo, gana, guía, \n \ngusano, hoguera, jarro, juego, pingüino."
gj,word,"g,gu,gü,j",_ana,0,"almeja, cigüeña, conejo, gana, guía, \n \ngusano, hoguera, jarro, juego, pingüino.ü"
gj,word,"g,gu,gü,j",_ía,1,"almeja, cigüeña, conejo, gana, guía, \n \ngusano, hoguera, jarro, juego, pingüino.ü "
gj,word,"g,gu,gü,j",_usano,0,"almeja, cigüeña, conejo, gana, guía, \n \ngusano, hoguera, jarro, juego, pingüino.ü"
gj,word,"g,gu,gü,j",ho_era,1,"almeja, cigüeña, conejo, gana, guía, \n \ngusano, hoguera, jarro, juego, pingüino.ü "
gj,word,"g,gu,gü,j",_arro,3,"almeja, cigüeña, conejo, gana, guía, \n \ngusano, hoguera, jarro, juego, pingüino."
gj,word,"g,gu,gü,j",_uego,3,"almeja, cigüeña, conejo, gana, guía, \n \ngusano, hoguera, jarro, juego, pingüino."
gj,word,"g,gu,gü,j",pin_ino,2,"almeja, cigüeña, conejo, gana, guía, \n \ngusano, hoguera, jarro, juego, pingüino.u"
gj,word,"g,gu,gü,j",con_unto,3,"conjunto, debajo, desagüe, despejar, empujar, \n \nespejo, galleta, joven, gana, júbilo."
gj,word,"g,gu,gü,j",deba_o,3,"conjunto, debajo, desagüe, despejar, empujar, \n \nespejo, galleta, joven, gana, júbilo."
gj,word,"g,gu,gü,j",desa_e,2,"conjunto, debajo, desagüe, despejar, empujar, \n \nespejo, galleta, joven, gana, júbilo.u"
gj,word,"g,gu,gü,j",despe_ar,3,"conjunto, debajo, desagüe, despejar, empujar, \n \nespejo, galleta, joven, gana, júbilo."
gj,word,"g,gu,gü,j",empu_ar,3,"conjunto, debajo, desagüe, despejar, empujar, \n \nespejo, galleta, joven, gana, júbilo."
gj,word,"g,gu,gü,j",espe_o,3,"conjunto, debajo, desagüe, despejar, empujar, \n \nespejo, galleta, joven, gana, júbilo."
gj,word,"g,gu,gü,j",_alleta,0,"conjunto, debajo, desagüe, despejar, empujar, \n \nespejo, galleta, joven, gana, júbilo.ü"
gj,word,"g,gu,gü,j",_oven,3,"conjunto, debajo, desagüe, despejar, empujar, \n \nespejo, galleta, joven, gana, júbilo."
gj,word,"g,gu,gü,j",_ana,0,"conjunto, debajo, desagüe, despejar, empujar, \n \nespejo, galleta, joven, gana, júbilo.ü"
gj,word,"g,gu,gü,j",_úbilo,3,"conjunto, debajo, desagüe, despejar, empujar, \n \nespejo, galleta, joven, gana, júbilo."
gj,word,"g,gu,gü,j",_erra,1,"guerra, elegante, guitarra, gusano, conejo, \n \nhoguera, inteligente, jabón, jarro, jirafa. "
gj,word,"g,gu,gü,j",ele_ante,0,"guerra, elegante, guitarra, gusano, conejo, \n \nhoguera, inteligente, jabón, jarro, jirafa."
gj,word,"g,gu,gü,j",_itarra,1,"guerra, elegante, guitarra, gusano, conejo, \n \nhoguera, inteligente, jabón, jarro, jirafa. "
gj,word,"g,gu,gü,j",_usano,0,"guerra, elegante, guitarra, gusano, conejo, \n \nhoguera, inteligente, jabón, jarro, jirafa.ü"
gj,word,"g,gu,gü,j",cone_o,3,"guerra, elegante, guitarra, gusano, conejo, \n \nhoguera, inteligente, jabón, jarro, jirafa."
gj,word,"g,gu,gü,j",ho_era,1,"guerra, elegante, guitarra, gusano, conejo, \n \nhoguera, inteligente, jabón, jarro, jirafa. "
gj,word,"g,gu,gü,j",inteli_ente,0,"guerra, elegante, guitarra, gusano, conejo, \n \nhoguera, inteligente, jabón, jarro, jirafa. "
gj,word,"g,gu,gü,j",_abón,3,"guerra, elegante, guitarra, gusano, conejo, \n \nhoguera, inteligente, jabón, jarro, jirafa."
gj,word,"g,gu,gü,j",_arro,3,"guerra, elegante, guitarra, gusano, conejo, \n \nhoguera, inteligente, jabón, jarro, jirafa."
gj,word,"g,gu,gü,j",_irafa,3,"guerra, elegante, guitarra, gusano, conejo, \n \nhoguera, inteligente, jabón, jarro, jirafa."
gj,word,"g,gu,gü,j",evan_elio,0,"evangelio, joroba, juvenil, trabajo, botijo, \n \nbajar, cerrajería, coger, conserjería, corregir. "
gj,word,"g,gu,gü,j",_oroba,3,"evangelio, joroba, juvenil, trabajo, botijo, \n \nbajar, cerrajería, coger, conserjería, corregir."
gj,word,"g,gu,gü,j",_uvenil,3,"evangelio, joroba, juvenil, trabajo, botijo, \n \nbajar, cerrajería, coger, conserjería, corregir."
gj,word,"g,gu,gü,j",traba_o,3,"evangelio, joroba, juvenil, trabajo, botijo, \n \nbajar, cerrajería, coger, conserjería, corregir."
gj,word,"g,gu,gü,j",boti_o,3,"evangelio, joroba, juvenil, trabajo, botijo, \n \nbajar, cerrajería, coger, conserjería, corregir."
gj,word,"g,gu,gü,j",ba_ar,3,"evangelio, joroba, juvenil, trabajo, botijo, \n \nbajar, cerrajería, coger, conserjería, corregir."
gj,word,"g,gu,gü,j",cerra_ería,3,"evangelio, joroba, juvenil, trabajo, botijo, \n \nbajar, cerrajería, coger, conserjería, corregir."
gj,word,"g,gu,gü,j",co_er,0,"evangelio, joroba, juvenil, trabajo, botijo, \n \nbajar, cerrajería, coger, conserjería, corregir. "
gj,word,"g,gu,gü,j",conser_ería,3,"evangelio, joroba, juvenil, trabajo, botijo, \n \nbajar, cerrajería, coger, conserjería, corregir."
gj,word,"g,gu,gü,j",corre_ir,0,"evangelio, joroba, juvenil, trabajo, botijo, \n \nbajar, cerrajería, coger, conserjería, corregir. "
gj,word,"g,gu,gü,j",pota_e,3,"potaje, proteger, género, recoger, refrigerar, \n \nrelojería, resurgir, rodaje, rugir, salvaje."
gj,word,"g,gu,gü,j",prote_er,0,"potaje, proteger, género, recoger, refrigerar, \n \nrelojería, resurgir, rodaje, rugir, salvaje. "
gj,word,"g,gu,gü,j",_énero,0,"potaje, proteger, género, recoger, refrigerar, \n \nrelojería, resurgir, rodaje, rugir, salvaje. "
gj,word,"g,gu,gü,j",reco_er,0,"potaje, proteger, género, recoger, refrigerar, \n \nrelojería, resurgir, rodaje, rugir, salvaje. "
gj,word,"g,gu,gü,j",refri_erar,0,"potaje, proteger, género, recoger, refrigerar, \n \nrelojería, resurgir, rodaje, rugir, salvaje. "
gj,word,"g,gu,gü,j",relo_ería,3,"potaje, proteger, género, recoger, refrigerar, \n \nrelojería, resurgir, rodaje, rugir, salvaje."
